,age,income,RLK2022,no_cars,CO2_cruise,CO2_flight,CO2_public_transport,CO2_car_total,CO2_mobility,belief_diff_mobility,cluster_id
0,65,3000.0,zentral,1.0,0.0,2440.0,0.0,1432.728,3872.728,-14.0,3
1,59,800.0,sehr zentral,2.0,2710.0,5985.0,107.8,2981.7315,11784.5315,-42.0,0
2,60,1750.0,peripher,0.0,0.0,598.5,107.8,0.0,706.3,11.0,2
3,73,2500.0,sehr zentral,1.0,0.0,2287.6,0.0,1432.728,3720.328,-31.0,3
4,43,2500.0,sehr zentral,0.0,0.0,0.0,107.8,0.0,107.8,-2.0,2
5,49,2300.0,zentral,1.0,0.0,532.0,107.8,3581.82,4221.62,22.0,1
6,57,600.0,zentral,1.0,0.0,0.0,0.0,0.0,0.0,72.0,3
7,39,5000.0,sehr zentral,2.0,4878.0,2074.8,107.8,10371.24,17431.84,-67.0,0
8,62,0.0,sehr zentral,2.0,0.0,0.0,107.8,5008.527,5116.327,-34.0,1
9,45,2600.0,sehr zentral,0.0,0.0,3894.0,107.8,0.0,4001.8,-48.0,2
10,68,7400.0,peripher,2.0,0.0,1330.0,0.0,5360.12,6690.12,-49.0,3
11,48,5000.0,sehr zentral,2.0,0.0,0.0,0.0,6482.025,6482.025,-66.0,3
12,50,2500.0,sehr zentral,1.0,0.0,0.0,0.0,3581.82,3581.82,-3.0,3
13,61,4500.0,peripher,1.0,0.0,0.0,107.8,1391.2575,1499.0575,-10.0,1
14,56,1400.0,peripher,2.0,0.0,0.0,107.8,5193.639,5301.439,-50.0,1
15,33,6500.0,zentral,1.0,0.0,532.0,107.8,2592.81,3232.61,8.0,1
16,71,2900.0,sehr zentral,1.0,0.0,0.0,0.0,1814.967,1814.967,-4.0,3
17,59,4500.0,zentral,1.0,0.0,0.0,0.0,2149.092,2149.092,37.0,3
18,21,1800.0,sehr zentral,2.0,0.0,0.0,107.8,3.71002,111.51002,26.0,2
19,56,1700.0,sehr zentral,1.0,0.0,0.0,0.0,179.091,179.091,30.0,3
20,54,2900.0,zentral,1.0,0.0,1596.0,107.8,3111.372,4815.172,-31.0,1
21,52,4800.0,peripher,1.0,0.0,0.0,107.8,2686.365,2794.165,14.0,1
22,54,1100.0,zentral,0.0,0.0,997.5,107.8,0.0,1105.3,5.0,2
23,45,2200.0,zentral,1.0,0.0,0.0,0.0,2592.81,2592.81,-3.0,3
24,35,2700.0,zentral,2.0,0.0,0.0,0.0,3940.002,3940.002,-23.0,3
25,56,7000.0,sehr zentral,1.0,0.0,0.0,107.8,895.455,1003.255,17.0,1
26,36,1000.0,zentral,1.0,0.0,532.0,0.0,2226.012,2758.012,-4.0,3
27,61,1600.0,sehr zentral,1.0,0.0,0.0,0.0,2686.365,2686.365,27.0,3
28,59,2000.0,zentral,1.0,0.0,0.0,0.0,2686.365,2686.365,26.0,3
29,36,2500.0,sehr zentral,1.0,1355.0,997.5,107.8,2592.81,5053.11,-51.0,0
30,30,2800.0,sehr zentral,1.0,0.0,266.0,107.8,1880.4555,2254.2555,5.0,1
31,48,1750.0,sehr zentral,1.0,0.0,0.0,0.0,259.281,259.281,40.0,3
32,37,3500.0,sehr zentral,0.0,0.0,0.0,107.8,0.0,107.8,58.0,2
33,59,4000.0,sehr zentral,1.0,0.0,0.0,0.0,895.455,895.455,62.0,3
34,67,100.0,sehr zentral,1.0,0.0,1596.0,107.8,1484.008,3187.808,6.0,2
35,19,1000.0,sehr zentral,1.0,271.0,428.26,107.8,0.259281,807.319281,25.0,0
36,21,5000.0,zentral,2.0,0.0,1064.0,107.8,2686.365,3858.165,-4.0,1
37,65,1500.0,sehr zentral,0.0,0.0,0.0,107.8,0.0,107.8,57.0,2
38,38,2000.0,zentral,1.0,1084.0,332.5,107.8,12.96405,1537.26405,-19.0,0
39,58,4000.0,peripher,1.0,0.0,0.0,107.8,1790.91,1898.71,-16.0,1
40,50,2000.0,zentral,2.0,0.0,532.0,0.0,2865.456,3397.456,-5.0,3
41,47,4000.0,zentral,2.0,0.0,0.0,107.8,5913.582,6021.382,-51.0,1
42,52,6000.0,zentral,3.0,0.0,2924.0,0.0,4298.184,7222.184,-36.0,3
43,73,1500.0,zentral,1.0,0.0,0.0,107.8,1484.008,1591.808,13.0,1
44,29,1200.0,sehr zentral,0.0,0.0,532.0,107.8,0.0,639.8,2.0,2
45,60,850.0,sehr zentral,0.0,0.0,0.0,107.8,0.0,107.8,8.0,2
46,52,4000.0,sehr zentral,3.0,0.0,266.0,0.0,9082.75,9348.75,-9.0,3
47,19,5000.0,sehr zentral,2.0,0.0,399.0,107.8,1507.546,2014.346,22.0,1
48,67,3500.0,zentral,1.0,0.0,0.0,0.0,77.7843,77.7843,30.0,3
49,58,2000.0,zentral,1.0,0.0,0.0,107.8,518.562,626.362,-9.0,2
50,71,3200.0,zentral,1.0,0.0,2064.0,0.0,895.455,2959.455,-17.0,3
51,63,2500.0,zentral,0.0,0.0,0.0,107.8,0.0,107.8,68.0,2
52,21,2000.0,peripher,1.0,0.0,1736.0,107.8,4477.275,6321.075,-24.0,1
53,47,3400.0,sehr zentral,2.0,0.0,4965.0,0.0,320.76,5285.76,-44.0,3
54,20,8000.0,sehr zentral,2.0,0.0,0.0,107.8,30556.856219,30664.656219,-17.0,1
55,53,0.0,zentral,1.0,0.0,532.0,107.8,1790.91,2430.71,15.0,2
56,51,1600.0,zentral,1.0,0.0,1197.0,0.0,1296.405,2493.405,-31.0,3
57,53,1500.0,peripher,2.0,0.0,0.0,0.0,5193.639,5193.639,-14.0,3
58,23,0.0,zentral,2.0,0.0,532.0,107.8,0.358182,640.158182,35.0,2
59,49,3200.0,peripher,2.0,0.0,0.0,0.0,6268.185,6268.185,-16.0,3
60,63,4000.0,sehr zentral,2.0,0.0,0.0,0.0,7778.43,7778.43,-31.0,3
61,48,2000.0,sehr zentral,1.0,0.0,0.0,0.0,179.091,179.091,-3.0,3
62,47,0.0,peripher,1.0,0.0,0.0,0.0,4667.058,4667.058,6.0,3
63,61,4500.0,sehr zentral,1.0,0.0,0.0,0.0,3710.02,3710.02,-17.0,3
64,68,2100.0,zentral,1.0,0.0,0.0,0.0,895.455,895.455,64.0,3
65,53,5000.0,sehr zentral,4.0,0.0,0.0,0.0,7112.749,7112.749,11.0,3
66,44,2400.0,zentral,1.0,0.0,0.0,0.0,3111.372,3111.372,12.0,3
67,52,1700.0,peripher,1.0,0.0,4371.0,0.0,2592.81,6963.81,-4.0,3
68,54,2400.0,peripher,1.0,1897.0,0.0,0.0,2149.092,4046.092,-19.0,0
69,40,2800.0,peripher,1.0,0.0,1330.0,107.8,2238.6375,3676.4375,-5.0,1
70,56,1000.0,peripher,1.0,0.0,0.0,0.0,1790.91,1790.91,65.0,3
71,49,2000.0,sehr zentral,1.0,0.0,532.0,0.0,686.32,1218.32,-16.0,3
72,70,3000.0,sehr zentral,1.0,0.0,0.0,107.8,268.6365,376.4365,4.0,2
73,26,2010.0,peripher,1.0,0.0,665.0,107.8,1855.01,2627.81,5.0,1
74,46,800.0,sehr zentral,3.0,1897.0,1064.0,0.0,13487.55,16448.55,-71.0,0
75,63,4000.0,zentral,2.0,0.0,0.0,0.0,3889.215,3889.215,-2.0,3
76,27,5400.0,zentral,2.0,0.0,3660.0,107.8,6364.335,10132.135,-47.0,1
77,74,4200.0,sehr zentral,1.0,0.0,0.0,107.8,2074.248,2182.048,-29.0,1
78,30,3800.0,sehr peripher,2.0,0.0,0.0,0.0,7291.84,7291.84,-11.0,3
79,38,2240.0,sehr zentral,0.0,0.0,0.0,107.8,0.0,107.8,-6.0,2
80,36,4400.0,sehr zentral,0.0,0.0,4832.0,107.8,0.0,4939.8,-44.0,2
81,55,2200.0,peripher,2.0,0.0,0.0,0.0,2178.948,2178.948,31.0,3
82,35,4200.0,peripher,2.0,0.0,0.0,0.0,10092.84,10092.84,-10.0,3
83,35,5500.0,zentral,2.0,0.0,266.0,107.8,8283.445,8657.245,-8.0,1
84,57,1000.0,peripher,1.0,0.0,0.0,0.0,1790.91,1790.91,49.0,3
85,38,2500.0,peripher,1.0,1355.0,399.0,0.0,2226.012,3980.012,-32.0,0
86,23,2500.0,zentral,1.0,271.0,1064.0,107.8,553.462,1996.262,-3.0,0
87,23,2000.0,zentral,1.0,0.0,0.0,0.0,221.3848,221.3848,81.0,3
88,27,5000.0,sehr zentral,0.0,0.0,0.0,107.8,0.0,107.8,1.0,2
89,19,3000.0,sehr zentral,2.0,0.0,399.0,107.8,11069.24,11576.04,-51.0,1
90,51,3000.0,sehr zentral,1.0,0.0,0.0,0.0,1790.91,1790.91,16.0,3
91,59,2000.0,sehr zentral,1.0,0.0,0.0,0.0,1855.01,1855.01,64.0,3
92,39,4000.0,sehr zentral,0.0,0.0,5224.08,107.8,0.0,5331.88,-25.0,2
93,59,1800.0,sehr zentral,1.0,0.0,1396.5,107.8,0.0,1504.3,44.0,2
94,54,3200.0,sehr zentral,2.0,1897.0,0.0,0.0,6984.549,8881.549,-24.0,0
95,34,4500.0,sehr zentral,1.0,4065.0,5385.56,107.8,280.665,9839.025,-60.0,0
96,27,2000.0,sehr zentral,1.0,1084.0,10098.52,107.8,12.96405,11303.28405,-10.0,0
97,40,3000.0,sehr zentral,1.0,0.0,0.0,0.0,2074.248,2074.248,42.0,3
98,40,3000.0,zentral,2.0,0.0,665.0,107.8,3287.738,4060.538,-41.0,1
99,50,2500.0,peripher,2.0,0.0,0.0,0.0,5704.182,5704.182,-65.0,3
100,26,2800.0,sehr zentral,1.0,0.0,0.0,107.8,1790.91,1898.71,44.0,1
101,30,4000.0,sehr zentral,1.0,0.0,0.0,0.0,2686.365,2686.365,24.0,3
102,27,3400.0,sehr zentral,1.0,1084.0,798.0,107.8,777.843,2767.643,-23.0,0
103,33,2800.0,sehr zentral,1.0,1897.0,5458.0,107.8,895.455,8358.255,-55.0,0
104,49,3000.0,zentral,2.0,0.0,0.0,107.8,2852.091,2959.891,-27.0,1
105,28,4000.0,sehr zentral,1.0,1897.0,4770.0,107.8,1790.91,8565.71,-31.0,0
106,32,7000.0,sehr zentral,1.0,8130.0,91565.8,107.8,6741.306,106544.906,-34.0,0
107,60,2500.0,zentral,2.0,0.0,0.0,0.0,7778.43,7778.43,-42.0,3
108,22,600.0,sehr zentral,3.0,0.0,0.0,107.8,32221.750924,32329.550924,-57.0,1
109,20,200.0,zentral,0.0,0.0,0.0,107.8,0.0,107.8,-3.0,2
110,29,6500.0,sehr zentral,1.0,0.0,4848.0,0.0,2782.515,7630.515,0.0,3
111,28,4500.0,peripher,2.0,813.0,3440.0,0.0,3717.184,7970.184,0.0,0
112,24,4500.0,peripher,1.0,0.0,2660.0,107.8,12964.05,15731.85,-59.0,1
113,42,500.0,peripher,2.0,0.0,0.0,0.0,2767.31,2767.31,-26.0,3
114,28,3500.0,sehr zentral,1.0,0.0,1171.26,107.8,9685.585,10964.645,-30.0,1
115,23,2000.0,zentral,1.0,98915.0,0.0,107.8,77784.3,176807.1,-33.0,0
116,29,3700.0,zentral,3.0,542.0,1026.76,107.8,11754.895,13431.455,-44.0,0
117,28,4400.0,zentral,2.0,0.0,4105.0,107.8,4784.67,8997.47,-28.0,1
118,39,4500.0,sehr zentral,1.0,4065.0,14656.4,107.8,12964.05,31793.25,-53.0,0
119,44,5000.0,zentral,2.0,0.0,0.0,107.8,1855.01,1962.81,-6.0,1
120,58,0.0,zentral,2.0,0.0,2096.0,107.8,7323.89,9527.69,-5.0,1
121,35,4000.0,zentral,1.0,0.0,1265.26,107.8,276.731,1649.791,3.0,1
122,74,5500.0,zentral,1.0,0.0,2408.0,107.8,179.091,2694.891,-6.0,1
123,18,3000.0,zentral,1.0,0.0,0.0,0.0,1432.728,1432.728,9.0,3
124,50,3000.0,sehr zentral,1.0,0.0,1330.0,0.0,1970.001,3300.001,-14.0,3
125,68,0.0,sehr zentral,1.0,0.0,0.0,0.0,1790.91,1790.91,28.0,3
126,37,4500.0,sehr zentral,1.0,813.0,2266.28,107.8,4148.496,7335.576,-27.0,0
127,33,4500.0,sehr zentral,1.0,1355.0,5710.0,107.8,3223.638,10396.438,-54.0,0
128,35,4800.0,zentral,2.0,0.0,0.0,0.0,4215.243,4215.243,-15.0,3
129,57,4800.0,peripher,2.0,0.0,532.0,0.0,3581.82,4113.82,-21.0,3
130,68,4000.0,sehr zentral,2.0,0.0,0.0,107.8,11737.065,11844.865,-55.0,1
131,63,4000.0,zentral,1.0,0.0,0.0,107.8,2040.511,2148.311,-30.0,1
132,29,1900.0,sehr zentral,1.0,0.0,0.0,107.8,1253.637,1361.437,7.0,1
133,49,5800.0,sehr zentral,1.0,0.0,25650.2,107.8,1484.008,27242.008,-32.0,1
134,56,2000.0,zentral,1.0,0.0,0.0,0.0,3581.82,3581.82,-23.0,3
135,44,4000.0,sehr zentral,1.0,0.0,798.0,107.8,2226.012,3131.812,9.0,1
136,28,1100.0,sehr zentral,1.0,0.0,1752.0,107.8,1074.546,2934.346,5.0,1
137,26,2300.0,zentral,1.0,0.0,0.0,107.8,2686.365,2794.165,-15.0,1
138,56,3800.0,zentral,2.0,0.0,1330.0,0.0,9753.569,11083.569,-50.0,3
139,47,2800.0,zentral,1.0,0.0,0.0,0.0,3889.215,3889.215,23.0,3
140,38,2700.0,zentral,2.0,1355.0,999.26,107.8,7519.149,9981.209,0.0,0
141,30,6000.0,zentral,2.0,0.0,0.0,0.0,5372.73,5372.73,-5.0,3
142,23,7000.0,sehr zentral,1.0,0.0,665.0,107.8,2149.092,2921.892,34.0,1
143,33,4000.0,sehr zentral,1.0,0.0,2440.0,0.0,3889.215,6329.215,-45.0,3
144,24,2400.0,peripher,1.0,0.0,0.0,0.0,8954.55,8954.55,-8.0,3
145,29,2800.0,sehr zentral,1.0,1084.0,610.0,107.8,518.562,2320.362,-2.0,0
146,24,2000.0,sehr zentral,1.0,0.0,0.0,107.8,1.555686,109.355686,8.0,2
147,33,6500.0,sehr zentral,2.0,2168.0,4548.6,107.8,3141.06,9965.46,-31.0,0
148,46,2500.0,zentral,2.0,0.0,0.0,0.0,3581.82,3581.82,36.0,3
149,32,4100.0,zentral,2.0,0.0,1986.0,0.0,5534.62,7520.62,-48.0,3
150,33,3600.0,sehr zentral,0.0,0.0,0.0,107.8,0.0,107.8,-2.0,2
151,38,2300.0,sehr zentral,1.0,0.0,0.0,107.8,895.455,1003.255,0.0,1
152,39,1300.0,zentral,1.0,0.0,2219.3,0.0,259.281,2478.581,21.0,3
153,28,3500.0,sehr zentral,3.0,3794.0,4965.0,107.8,3378.406,12245.206,-63.0,0
154,42,3000.0,sehr zentral,1.0,1897.0,532.0,0.0,3.71002,2432.71002,35.0,0
155,25,2500.0,sehr zentral,1.0,1897.0,1064.0,107.8,179.091,3247.891,13.0,0
156,25,2500.0,sehr zentral,1.0,0.0,399.0,107.8,3370.653,3877.453,11.0,1
157,20,3000.0,sehr zentral,1.0,3794.0,4848.0,107.8,4477.275,13227.075,-6.0,0
